Bedrooms,Bathrooms,Area_sqft,Location_Score,Age_years,Price
2,1,2809,6,39,615879
3,1,2666,3,29,604861
5,3,3621,1,35,877606
5,2,2463,10,4,883662
4,1,2890,9,20,842617
1,1,728,1,37,166130
4,3,1799,5,22,650765
2,3,1008,5,18,404909
5,2,1391,2,9,549056
1,1,3590,1,26,623606
2,3,1707,6,34,516040
2,3,821,7,12,449190
1,3,3996,9,8,905362
2,2,2039,8,16,597704
1,3,3092,10,30,790404
1,2,1217,3,41,305806
3,2,1948,9,43,623723
4,1,3170,1,44,694636
2,1,2813,6,23,658269
2,2,3355,10,41,829919
3,1,3390,2,18,693097
3,1,3909,10,48,927560
3,3,3656,9,29,920702
5,1,3560,9,4,981516
5,2,1636,8,7,723062
5,1,3928,7,36,965454
1,3,3881,6,46,778674
2,2,3012,2,35,604284
4,1,824,4,24,403811
1,2,3643,10,44,816416
2,1,2841,7,48,631506
2,3,3867,6,4,888650
3,1,656,9,32,440270
3,2,2860,5,21,715451
1,2,3950,6,46,790012
3,2,2003,10,41,652524
2,1,716,6,24,344258
3,1,3246,8,42,800530
5,1,1009,8,49,550004
3,3,2516,6,28,703589
2,3,3459,8,44,807410
1,3,3576,7,29,804959
4,2,3784,1,47,817202
3,2,2583,5,29,673102
2,2,3835,10,43,873262
4,2,2651,10,45,829703
4,2,622,10,30,524041
5,1,3568,5,33,898524
4,2,1344,10,27,616925
2,1,1201,9,9,487451
2,3,3635,7,3,884656
3,3,3763,7,32,912822
3,3,3116,10,16,890138
3,3,1569,2,10,497509
4,3,1778,8,6,701546
4,2,2442,3,16,661719
5,2,3274,9,27,952878
3,2,2854,6,16,760410
1,3,3661,9,40,846439
5,3,680,9,9,609425
1,1,3262,7,25,693609
4,2,1082,10,5,615532
5,3,3239,8,16,960166
5,3,2030,2,15,653691
2,3,3774,5,38,811124
4,1,3911,3,25,857872
4,3,3936,1,3,890999
5,1,632,6,19,459134
4,1,2682,9,48,764343
5,2,1872,2,40,594263
2,3,3647,9,10,896634
5,1,3721,8,22,984394
4,3,879,9,32,574309
4,2,2607,5,30,722805
5,2,2799,2,6,749302
5,1,2282,10,21,802523
5,2,2174,10,4,819693
3,2,1300,6,36,483630
4,2,2379,7,0,768211
4,3,3382,3,5,865579
3,3,1618,6,44,559208
5,1,1853,6,46,623953
2,1,1264,8,3,492446
5,2,3570,1,29,853905
5,2,1911,4,29,639865
3,1,2018,1,16,496559
4,2,3100,8,23,847119
5,1,3267,2,30,795126
4,3,1656,8,27,667401
1,2,2538,3,44,491819
4,2,1986,8,42,678020
2,2,1734,6,3,517665
2,3,1744,1,38,425690
5,3,2663,7,18,850442
4,2,1338,7,23,585906
5,1,2146,6,6,719475
3,3,3362,1,45,704384
2,2,3361,5,47,726450
5,2,2745,1,8,727812
3,3,2763,1,21,655447
5,1,3612,6,1,931421
4,2,2094,8,26,711001
4,1,2062,1,15,563973
4,1,3952,2,4,852434
4,3,948,5,11,528936
1,2,831,8,25,350026
3,2,2596,4,14,675737
3,1,3782,5,2,835639
4,3,3683,10,8,1036508
1,3,3631,5,27,775660
4,3,2156,3,38,618247
1,1,3286,6,35,649559
4,1,2932,5,24,734014
2,2,2570,2,40,564930
2,3,2256,10,27,696854
5,1,3283,4,46,795560
4,3,2542,4,20,721471
3,1,1144,7,28,476744
5,2,991,7,24,570034
2,3,1793,9,29,629152
4,1,2724,10,38,806426
5,3,2588,2,10,764446
4,1,896,6,18,470404
2,1,2977,2,10,602197
5,1,1686,9,24,680444
2,3,869,2,0,351452
1,1,2863,6,31,601319
2,2,3861,8,20,888691
4,3,1698,6,44,634824
3,2,2309,3,12,602500
2,2,1109,5,33,395239
3,3,3226,4,16,778456
1,1,1716,1,46,319952
5,2,1676,5,18,661594
5,3,1095,10,9,711859
3,1,3595,5,41,775177
5,3,693,7,8,567413
2,3,1224,7,10,514160
3,3,828,2,37,361610
4,1,2897,4,30,716981
2,2,2014,1,1,477451
2,2,1320,5,23,449388
2,3,1579,5,41,502930
4,3,2829,4,46,743318
1,1,866,10,4,394623
5,3,1603,7,49,680570
3,3,880,6,29,460272
1,3,1561,10,38,544782
3,2,3314,3,34,749325
5,3,1706,2,47,598742
4,2,1809,4,16,577713
2,1,3178,9,30,767873
2,1,1971,10,1,628388
4,2,1022,5,15,505736
1,2,3628,1,20,667285
1,2,2605,3,29,534671
3,2,1053,9,0,540616
4,3,2914,7,13,842996
1,2,1106,3,15,314685
4,2,1765,1,8,544200
5,2,915,4,48,479878
2,3,2299,9,7,727503
2,3,1363,7,8,538353
2,3,1855,5,33,519256
4,1,3968,6,44,893202
4,3,1497,1,32,510150
3,2,1552,7,21,562826
2,3,3522,5,29,783250
3,3,2195,7,6,713013
2,2,3563,5,17,782034
3,3,2669,5,20,720388
3,1,983,3,4,401657
5,3,3797,5,6,1018921
3,1,702,8,11,420047
4,1,1499,8,16,615151
3,1,3380,2,23,707949
2,2,709,1,36,233316
3,3,3736,2,43,806640
1,1,2095,7,18,527161
2,1,1269,3,44,323921
1,3,3747,8,15,846441
2,2,3690,4,24,789474
4,2,983,10,26,592652
4,1,2620,10,41,798888
4,2,2837,8,43,803131
1,3,1361,2,6,395755
5,2,3007,5,45,800075
2,3,3522,6,41,814325
4,1,1485,1,7,449703
2,3,2726,1,14,603578
1,1,3243,9,15,717767
5,3,3843,5,7,1025685
1,3,1835,4,35,457666
2,2,3533,1,31,660421
5,3,1614,3,16,611213
5,1,2068,4,35,646707
1,3,2796,5,21,626139
4,1,609,10,31,471498
2,1,2165,5,10,549366
3,3,1391,10,44,607514
3,2,2567,8,5,750190
1,3,1678,3,21,441745
2,3,3519,7,13,840395
2,2,2262,6,27,583902
1,1,2827,10,38,657208
2,3,1343,10,11,573753
4,2,3028,10,26,891247
1,2,1050,6,0,404064
4,1,1716,10,9,661847
2,2,3041,9,32,752426
1,1,3612,7,15,755678
2,3,1954,7,38,576710
1,2,2331,1,5,467387
2,3,3080,1,24,632457
4,2,3601,9,49,922301
4,2,1786,9,19,679322
2,3,3593,10,35,884865
1,2,3711,3,22,687289
3,3,3413,8,15,902556
4,3,1507,9,0,689748
4,1,2732,1,29,624481
3,3,3431,3,26,781700
2,1,2348,6,1,608435
1,3,3463,4,47,678352
2,2,1714,8,20,559311
5,3,2107,9,8,828243
4,2,3864,7,46,943894
5,1,1876,1,23,548185
4,2,2413,2,47,609256
4,3,2278,1,40,623922
5,2,1867,9,38,727067
5,1,3354,4,41,811412
2,2,2917,10,6,797807
5,2,3488,8,29,946124
2,3,3690,5,44,781940
2,3,1663,5,1,541847
2,2,2233,5,11,600160
4,1,3163,5,12,803187
4,2,1656,3,2,563991
5,1,1049,6,42,500932
4,1,3332,1,39,699154
5,1,2472,8,42,753447
4,2,1224,4,17,501114
1,1,2569,6,38,540889
1,2,1484,2,43,320585
5,1,918,2,5,447119
4,1,3795,8,41,934804
4,2,1995,1,26,559866
2,3,1974,8,14,623404
3,3,1946,10,14,723004
5,2,1087,10,18,660864
3,2,1050,1,37,359052
3,3,952,9,46,529239
5,3,1739,1,19,592306
4,3,3602,4,19,896026
5,2,3684,9,17,1040161
3,1,2540,1,33,567724
4,2,2967,9,38,852256
1,3,3836,8,36,848717
5,1,2732,5,34,745959
5,2,847,6,37,524541
4,3,1167,5,37,508256
1,2,1283,4,0,398040
1,1,1243,10,11,460859
4,3,1078,4,4,534911
2,2,3360,10,26,838705
5,1,967,8,38,541164
5,1,2444,8,19,790233
3,2,956,9,39,493931
4,1,3055,3,18,747629
3,3,1968,10,37,709867
3,1,2826,8,14,742374
1,2,2066,3,5,458619
5,3,2442,2,8,740778
3,1,3977,2,35,779999
1,1,3014,9,47,665864
4,3,1659,4,22,590151
3,3,3110,5,9,805028
5,1,2244,2,0,661169
3,3,1427,9,10,610450
4,2,1769,7,48,608233
3,1,2411,3,49,559193
5,2,2524,6,19,788388
1,1,2793,7,27,619181
5,2,3027,6,21,873019
1,2,767,10,19,425295
2,3,3946,10,46,942312
5,1,686,6,37,452040
5,3,753,8,15,600492
4,3,3144,8,1,933546
3,1,914,5,24,412105
1,2,2454,4,26,533424
1,1,1322,5,2,367958
4,1,2581,9,22,787945
4,1,2453,10,31,774270
3,3,3945,6,16,930160
3,1,2329,3,39,566748
5,1,3411,3,19,835937
2,1,2909,1,29,565231
3,2,3134,5,27,763567
4,2,3101,6,46,792691
3,2,3090,8,44,775421
1,2,3933,9,22,838281
2,3,3190,7,18,804985
5,3,1728,1,24,608284
1,1,2623,7,23,593078
1,3,949,10,0,476933
2,2,1423,9,27,510001
5,1,1037,4,28,506416
4,1,2604,7,43,733285
5,2,768,9,49,543992
3,2,3901,1,49,775042
1,2,622,10,34,375238
3,3,3635,9,49,911598
4,1,3323,4,16,796297
3,2,880,8,10,479574
5,1,3369,3,36,824746
3,1,2900,2,6,649957
4,3,1003,8,25,569561
4,1,2780,8,22,796767
4,2,3945,3,17,899182
5,2,3265,8,28,923960
4,1,831,6,38,417859
1,1,3192,10,49,706353
4,3,678,9,33,549857
3,2,1658,10,37,633436
3,2,3142,6,7,795080
3,1,1733,8,20,574973
5,1,1944,2,20,591419
3,1,2975,1,48,580127
5,2,3614,10,35,1017536
5,1,3337,10,16,980353
4,3,3031,2,15,752898
1,3,1987,4,14,494433
4,1,3903,10,14,990164
4,3,2239,9,39,783170
5,3,2037,7,16,781785
5,3,3965,9,0,1116739
3,3,1146,9,12,562606
3,3,2329,9,37,728569
4,2,3845,8,9,1000418
2,1,3039,6,32,656382
2,3,3773,10,25,947226
3,1,1916,7,11,593249
2,3,1708,2,18,483993
3,2,1508,1,14,424737
5,2,1824,5,4,692467
4,3,1284,8,1,629907
1,3,3188,3,13,674251
4,3,2944,7,28,851047
3,2,2703,5,40,665752
3,2,3687,10,0,949325
4,1,2275,8,12,713980
3,2,2713,6,48,688024
2,3,1557,6,31,526752
2,1,2282,7,33,561202
3,2,2532,7,13,732591
3,2,2204,4,37,577339
2,3,3694,10,37,926681
3,1,1301,10,49,533501
3,2,3407,10,40,876735
4,2,3133,8,14,874927
1,3,1420,6,38,454286
2,1,1487,8,5,525757
4,1,2519,7,28,737011
1,1,1928,1,36,340339
3,1,2824,4,18,674567
3,3,2842,7,0,815086
4,2,3684,9,20,967428
3,2,1475,2,38,420474
5,1,765,5,17,497380
4,1,1773,9,26,661321
1,1,1156,9,27,397258
4,2,1797,6,7,661322
2,2,2814,7,30,706694
4,1,1308,9,11,608993
3,3,1317,10,41,577335
3,2,2203,8,5,706564
5,2,2744,10,25,904465
5,1,3326,6,15,869086
5,3,3051,6,29,875886
1,1,1700,7,18,476369
5,1,2619,7,17,809844
1,3,1860,2,23,418640
5,3,890,9,44,625917
1,3,2783,4,19,628067
4,2,3536,10,6,1002805
4,1,3528,9,6,949171
3,2,3014,10,15,837092
1,3,3195,3,41,625543
2,2,3549,5,46,750584
3,3,2895,5,13,771998
4,3,3413,7,11,933272
1,1,1837,4,28,422279
5,1,2717,4,14,740497
2,1,1345,1,7,325593
4,2,3643,6,38,894666
3,1,2976,4,8,685803
1,3,3687,10,45,849063
2,1,1797,10,27,554154
1,2,1298,5,26,371562
5,1,3453,9,6,963544
3,1,2921,4,43,641656
1,1,1123,1,13,268748
4,2,2445,9,10,779540
3,3,2866,5,31,755609
4,3,1623,10,27,698864
1,3,3160,7,5,754233
3,1,3782,3,34,774917
4,1,2610,4,5,682292
5,2,1063,10,23,659173
5,3,2264,9,8,850470
1,1,3764,10,1,838524
3,1,1050,1,37,319727
2,1,2019,5,13,526156
3,2,2515,8,30,725868
5,3,1523,10,29,739072
4,2,3580,7,26,929052
2,3,3126,4,35,686589
1,3,915,7,45,367149
2,1,1270,1,30,326600
1,1,1297,6,41,340504
2,1,1592,9,5,549756
1,1,1976,3,42,405489
1,1,3415,4,44,648068
2,3,1862,8,17,613945
2,1,1727,5,13,469107
1,1,1506,5,19,374770
5,2,3525,1,10,846476
2,2,1652,6,36,476553
3,3,688,2,39,331336
4,3,3022,1,3,768282
1,2,2186,6,43,520464
1,2,963,5,5,329571
4,1,2794,5,22,709314
5,1,913,9,7,604787
4,3,1147,10,29,623126
2,2,1395,10,35,526498
4,3,3546,3,41,822862
1,1,2129,1,10,409757
4,3,2109,8,46,725333
3,3,2748,5,4,757353
2,3,706,5,2,380342
4,1,1456,8,14,593153
1,3,3584,8,1,843338
2,1,890,2,1,301203
1,2,1972,3,7,444355
5,3,1216,10,45,659292
3,3,2356,10,29,783575
5,1,3235,1,40,735739
3,3,1850,3,4,568713
4,1,3243,4,29,771343
2,3,1576,7,43,504889
4,2,2636,9,9,836153
3,2,2211,5,32,616278
3,2,2390,1,23,582277
3,3,3721,2,18,816132
1,3,1467,10,29,537526
2,2,3617,2,24,700371
4,2,3369,9,10,942836
4,1,757,10,48,488102
5,1,927,7,34,522706
3,2,3748,2,0,823014
3,2,3382,1,16,712358
3,3,3280,5,30,790888
4,2,2077,1,5,577106
5,1,3981,9,12,1045748
1,1,2974,3,25,560325
2,1,3155,2,35,612575
1,1,1469,6,4,431482
4,1,1730,3,46,511820
3,1,840,5,13,378363
2,2,3082,10,14,804600
4,1,3699,8,11,914967
4,1,3351,10,49,895945
4,1,3920,2,45,800447
2,1,1987,5,41,484246
2,2,2348,8,7,678005
5,3,2156,1,30,635860
5,3,2290,10,25,858603
1,3,2162,10,28,625346
2,3,3236,4,3,742840
2,1,1012,5,49,347922
2,3,2558,10,27,730742
5,3,1168,3,24,546529
4,2,2254,2,39,612561
3,2,3836,3,31,803139
5,2,3636,5,35,906376
2,1,2199,7,10,603740
5,1,3719,2,36,826218
1,1,3131,7,9,663673
2,2,3829,6,37,806325
1,3,3315,7,35,748035
2,2,750,7,49,353022
5,1,2872,9,26,884228
4,2,1883,7,16,660626
3,3,855,6,6,483683
1,1,2708,10,8,676805
5,3,2395,8,34,824376
4,3,3043,7,8,859546
5,1,2020,6,35,672575
1,3,1785,4,29,468590
3,2,3027,7,30,772537
5,3,948,8,18,608929
2,3,2678,8,40,706929
4,3,2718,4,22,772767
5,2,996,10,19,640446
4,3,2649,9,5,873535
2,3,3576,3,42,746781
3,2,3209,9,23,832524
3,1,1758,3,46,449464
2,1,745,7,21,362632
4,1,2826,4,5,748075
5,3,863,5,23,561570
2,1,1934,3,41,425983
1,2,803,2,21,233670
4,3,2434,8,17,806393
3,3,3346,7,15,871556
2,3,3701,7,35,830324
3,1,2706,8,12,724004
4,1,3680,1,36,771966
3,1,1587,8,23,552872
2,3,1947,10,18,646975
4,2,2814,5,49,720086
1,3,1960,8,19,586293
2,2,3554,9,26,831919
5,3,3545,2,16,881121
2,2,3438,3,15,705403
4,3,2326,6,0,750884
2,3,2889,9,20,786446
1,2,2580,10,26,673761
1,2,2289,10,0,650091
5,2,1507,8,29,666831
3,2,1783,6,19,567730
4,2,3424,5,23,830892
4,2,1858,3,45,539143
3,2,2076,4,1,589582
1,2,798,7,14,338276
1,3,2100,7,28,586046
2,2,1656,3,34,415219
5,2,3055,4,12,836859
5,3,1712,3,18,643113
5,3,2868,2,0,796912
2,1,3740,6,44,761857
5,1,3965,7,46,975833
3,2,1860,4,15,555072
2,2,1783,5,42,493015
3,1,2455,8,2,692001
2,1,3487,9,39,803335
5,2,3435,7,5,945864
3,1,1913,10,30,654352
3,2,2502,1,4,602040
3,3,3201,3,25,755178
2,3,1177,5,27,422757
4,1,3180,3,14,735656
5,3,934,1,8,489734
3,3,1620,2,21,508418
4,3,2893,8,36,842108
5,3,1946,7,20,768566
5,2,2562,10,41,848396
3,2,1210,3,28,430381
3,1,928,4,25,384309
2,3,1146,3,5,416157
4,3,938,4,10,513420
4,3,3842,8,35,1009207
3,1,3781,9,19,894717
5,2,3641,7,43,972474
3,3,1406,9,19,595360
5,2,1633,9,26,715918
5,1,3873,7,5,1011232
3,2,3928,7,32,924252
1,3,3933,8,29,871262
4,2,3340,10,49,920015
5,2,1029,3,33,476854
5,1,2130,8,4,757946
1,1,3737,1,15,645103
2,1,1405,6,11,446798
1,1,2296,2,11,455121
1,2,3259,7,10,737950
5,2,2212,3,20,676711
4,1,2682,10,6,845807
1,1,2598,5,33,519332
2,3,1156,10,28,518465
3,3,2285,2,5,632407
1,1,1090,1,35,236194
1,2,2203,5,33,504793
2,1,853,9,48,394683
4,2,616,9,7,520806
1,2,860,7,36,357775
1,3,2448,9,9,691689
4,1,1879,4,15,564550
2,1,3375,3,1,699152
1,2,2486,4,18,539554
4,1,2047,7,6,685072
1,3,1100,8,1,446345
3,3,1615,2,44,491122
5,1,2933,5,22,812379
3,1,2654,5,30,641270
1,3,1822,9,3,575718
2,1,3306,3,15,668375
5,2,3584,6,9,965896
3,1,2639,10,48,729973
4,2,2285,5,20,669710
2,1,2699,2,27,559793
3,1,2890,2,45,622839
4,3,1842,4,11,651083
1,2,3165,4,12,639756
4,3,3617,7,39,933380
3,1,708,1,16,288013
3,3,1520,6,17,566593
1,1,665,9,9,344569
4,1,3681,2,27,791775
4,1,801,5,12,458004
1,2,2417,10,33,638001
4,2,3548,10,48,950654
1,2,813,4,5,318563
2,3,2715,4,11,661825
3,1,3406,8,28,833463
2,3,3513,6,12,811837
5,3,926,7,25,611803
5,1,1673,9,3,711784
5,3,1640,3,14,645068
1,1,1122,2,15,265752
4,1,3977,3,18,884146
2,1,1587,8,46,467427
2,1,3795,9,25,872725
2,3,1603,10,31,607714
2,3,1103,5,5,465618
5,3,1848,8,5,771742
2,2,1355,7,4,513567
4,3,1941,9,1,754406
5,3,3120,4,1,874965
2,2,2467,10,36,680952
1,1,2514,3,2,512361
3,1,3505,9,5,875838
3,1,3188,8,30,775209
3,2,1981,7,42,604614
5,3,2106,1,4,655434
2,3,3516,2,49,700199
5,3,3525,9,45,991541
4,3,3587,5,9,908562
1,2,3524,1,26,643251
1,3,2052,9,23,606520
3,1,3444,1,21,690163
3,2,2120,8,24,663220
3,2,3119,5,2,794931
2,1,2194,6,15,562601
4,1,3485,1,29,752423
4,3,2487,2,47,666672
4,1,1923,7,42,599167
4,2,2731,2,3,711160
3,2,3024,5,42,724398
1,2,3984,9,39,852425
3,3,2252,5,15,669967
4,3,1943,3,39,590831
3,1,2851,6,40,678611
4,3,1978,7,45,697847
5,3,1608,10,7,768549
1,2,1917,10,23,588887
5,2,3151,8,15,927959
2,1,3816,3,26,734271
3,2,1138,4,1,464843
2,3,616,10,19,463607
3,1,1174,4,19,400604
5,1,2402,2,19,643922
4,2,3223,7,18,883737
4,2,3662,4,17,881777
3,2,1662,4,12,508213
4,1,729,8,16,476405
5,2,2762,6,32,830297
4,3,2073,6,27,695535
5,1,1549,9,4,695659
2,2,1668,4,27,454064
5,3,815,9,24,620031
1,3,2223,1,19,483502
1,2,3495,9,20,786847
1,3,2038,1,12,434241
3,1,3336,7,5,833030
3,1,1602,6,28,524283
3,3,2912,7,41,765198
5,1,2546,9,8,838659
3,2,2063,10,28,695555
2,3,1216,4,37,416518
1,1,2469,9,0,624098
5,2,900,3,29,477073
1,2,1584,10,49,492732
3,1,1794,9,31,589043
5,3,1005,1,22,489230
4,2,760,5,38,455919
2,2,2418,10,9,724781
3,2,2175,5,43,609798
3,2,625,1,20,292224
2,3,682,1,25,283555
2,1,772,3,14,302688
4,1,1598,9,16,645308
3,1,2308,7,34,621601
3,2,3441,6,24,802590
1,3,3741,9,14,879571
5,1,3482,4,32,849463
5,3,605,4,10,485786
1,1,3443,3,23,645107
5,2,3866,5,5,985626
2,1,1124,5,27,378117
5,2,2710,10,28,880975
5,2,3684,7,47,947147
1,1,2645,7,20,601882
4,3,1360,6,11,621011
5,2,804,4,21,493017
5,3,1496,7,26,695510
4,1,2388,2,20,618232
1,2,2687,9,14,696872
4,3,1788,7,17,689132
1,2,3702,2,9,704951
2,1,2635,10,21,708820
1,2,2152,2,43,416215
2,1,1476,6,19,467062
2,3,1424,7,18,543827
1,2,3556,9,27,802728
3,3,3045,4,36,724268
1,1,2082,8,49,521749
5,1,2416,10,43,800860
5,3,3894,2,0,973496
3,3,3281,6,33,813549
2,1,1701,4,34,424854
3,3,1438,8,25,572398
5,1,1199,9,29,610804
3,3,3272,2,11,775994
1,1,2561,7,13,582566
3,1,1537,7,38,513719
2,2,3531,8,3,831224
1,1,1024,5,11,335758
4,1,3034,3,23,714799
5,2,3910,1,39,875165
5,2,3651,4,30,903586
3,3,3505,3,0,835290
1,3,3270,2,36,631390
4,1,2737,6,0,775040
1,3,3032,7,14,718141
5,3,3810,10,12,1118126
1,1,1596,7,28,437710
4,2,3294,8,44,889305
3,2,1867,2,3,512646
2,1,1021,10,14,455099
1,1,1805,6,43,438136
2,1,3866,6,39,777521
5,1,3521,10,47,944039
3,1,2257,1,11,525276
3,1,2700,2,24,586514
1,3,3633,9,26,858933
3,3,1613,8,5,645606
1,3,1284,4,22,380428
1,2,2826,6,14,647985
2,1,892,2,38,268802
3,1,3022,5,4,724581
1,3,3730,2,22,728971
2,2,1677,5,14,485303
4,3,3916,7,24,982141
2,1,3820,7,29,796005
2,1,3443,9,43,790591
1,3,615,3,42,237614
5,3,775,4,3,523367
5,1,2163,9,12,777136
5,3,2029,8,49,737173
2,1,2090,7,39,544505
1,3,2503,8,38,618588
3,2,728,9,22,491688
2,1,3894,4,15,782115
2,2,1483,5,34,430862
1,3,1867,9,15,578845
4,2,1025,7,47,520284
2,3,3001,4,6,707269
4,2,1349,6,44,529923
4,2,1343,1,12,458935
5,2,3997,1,49,887493
1,1,1626,9,28,459917
4,2,1078,8,38,560738
1,3,1575,1,19,380820
5,3,3752,2,49,898312
1,1,643,4,28,237247
2,1,2802,1,17,542486
4,3,1546,2,21,543681
1,2,2159,5,35,513469
3,3,2539,8,40,748402
1,1,3575,6,47,676160
4,1,698,6,35,403571
5,3,770,4,7,523127
5,2,747,2,2,459657
4,2,2770,3,28,716086
2,1,711,6,8,338064
2,3,1622,6,7,551816
5,3,3659,5,29,978979
5,1,3801,6,11,959450
4,3,667,6,45,452537
2,1,1427,1,27,351888
5,2,2352,6,41,730628
2,2,3539,5,48,760424
5,3,2231,8,42,779492
1,2,1909,9,9,567409
3,2,3676,6,12,880830
1,1,3789,10,1,846259
5,1,2877,4,0,801480
3,3,759,3,21,412317
3,1,3965,10,32,925385
5,3,2384,1,15,704756
5,3,2408,7,41,803421
2,1,2833,5,28,619356
5,2,1613,4,9,640877
4,2,1476,9,38,603659
5,2,1151,7,6,616030
4,2,3895,10,0,1048442
5,3,1775,8,25,736983
2,2,1763,4,44,469103
4,3,1990,10,4,780093
1,1,1751,10,34,500966
4,1,2794,8,12,793132
2,3,1908,4,26,544634
4,2,2092,1,11,588035
5,3,1841,8,29,748533
5,2,1035,1,49,444367
2,2,1331,3,31,374364
3,3,1768,7,30,601243
5,3,2464,3,4,753122
1,2,1900,8,36,510553
2,3,2377,5,1,654059
4,2,659,3,37,398378
4,3,2233,5,6,728734
1,1,3490,5,0,691868
5,2,3051,8,2,911820
2,1,3528,9,19,809704
1,3,1737,6,1,539301
5,1,2118,10,41,768236
2,3,3262,3,42,706546
4,2,935,2,20,420633
2,3,1430,3,44,409222
3,3,2192,9,31,709409
2,2,884,7,47,399629
3,3,2776,9,19,802682
2,2,2515,6,42,614520
3,3,2601,8,49,742476
4,2,2962,10,30,883264
5,1,1559,9,42,653381
3,3,2221,3,32,605504
3,3,670,7,23,453483
4,3,2992,9,17,920439
3,2,1721,2,19,487312
1,3,1923,7,31,554978
4,2,2823,5,4,780194
1,3,1483,8,1,536198
4,1,1698,4,25,547828
3,3,742,1,24,352276
1,1,3578,10,49,770687
3,2,1646,8,21,595921
4,1,2828,6,38,739884
3,3,1668,8,21,634990
1,3,691,3,10,274797
1,2,3940,8,10,836550
3,3,2681,8,44,761919
2,3,1277,1,3,413768
4,2,3804,4,32,865738
4,2,3406,7,17,890228
3,1,981,1,30,336275
2,2,2303,3,43,511515
1,3,1565,3,27,396315
5,2,3948,6,41,993279
5,3,1779,5,21,667044
3,1,3034,7,39,755355
2,2,3182,3,2,704833
2,3,2847,1,6,630915
4,2,2922,3,19,724915
1,2,1100,8,42,388084
2,2,1058,5,6,400716
5,2,649,3,6,472506
1,1,1569,8,28,454075
1,3,1587,6,25,487875
3,2,1131,3,40,398451
2,3,1603,5,2,544050
3,1,3275,1,42,666496
2,3,1715,6,16,554104
4,3,2079,9,39,760236
3,1,938,7,19,435842
3,2,3724,8,33,892993
5,3,2258,6,32,750478
3,3,2476,5,15,710109
2,2,2473,6,22,645321
5,2,2651,7,3,861398
3,3,2304,9,40,720918
3,1,880,8,39,450136
4,2,1913,5,32,627621
3,2,2720,7,7,762970
1,1,1760,8,4,481250
5,3,3415,1,32,838953
1,2,1570,8,24,500178
5,3,1597,7,6,716472
4,3,2016,2,46,569357
3,3,807,2,6,397772
3,1,859,6,32,390744
3,3,1529,3,40,495122
5,3,862,1,32,470054
3,2,1382,8,28,565342
1,2,1104,7,43,378232
3,1,2173,4,38,557434
4,1,802,1,40,346116
1,2,2359,2,31,487524
3,2,2613,9,36,728889
3,1,2699,4,43,632400
2,3,1979,3,28,510520
5,1,3010,8,21,880106
1,3,644,4,1,310031
2,2,3474,7,49,761149
4,2,2001,5,8,663843
5,2,1388,5,28,581228
1,3,2035,6,32,552476
3,1,3418,4,9,778220
1,3,2789,2,27,580937
3,1,3929,6,45,842400
5,1,3444,5,45,833463
3,1,2684,3,38,589061
4,2,2692,4,11,750780
3,1,3567,3,21,736168
4,2,2255,3,5,645863
5,1,1669,4,44,584744
5,1,2275,2,39,629717
1,2,3212,4,22,637158
4,2,900,10,33,560137
4,3,887,2,41,428762
2,1,1385,10,37,509184
2,2,2916,8,15,752322
2,3,3438,10,9,915828
3,3,3733,5,46,865522
2,2,3228,7,20,771717
4,1,1865,4,9,581399
3,3,3583,10,10,981606
5,1,2405,6,20,750677
1,1,3001,10,24,697741
2,3,2419,4,33,605682
5,2,3615,6,30,942352
4,1,670,1,26,311414
1,2,1434,6,24,439389
5,3,3060,6,41,868875
1,1,1211,2,31,251075
2,2,3732,10,43,887400
4,2,3262,10,10,934043
1,1,2016,9,46,503318
5,2,3176,6,25,868408
2,2,1928,7,35,573281
2,3,790,2,36,301301
5,3,2347,2,32,692695
5,2,2725,2,32,739703
1,2,2181,10,41,601450
3,1,2228,9,35,652357
2,3,1488,3,12,450215
1,1,3972,4,13,732969
5,2,3596,1,36,829673
1,1,616,1,42,158865
5,2,1414,4,39,560668
4,3,2197,2,0,664309
5,3,3081,8,4,958142
5,2,1666,4,29,605377
5,3,3739,3,17,960384
3,2,2859,3,44,644661
5,1,2850,6,36,808594
2,2,2625,6,38,639769
2,1,3373,6,11,741212
1,2,708,6,33,285635
3,3,3615,8,44,878984
1,2,883,8,13,402375
2,2,3588,9,37,859272
2,2,2560,1,15,561759
4,3,2229,10,41,771114
5,2,3896,8,10,1041859
2,3,1336,5,32,443522
1,2,1741,3,14,427492
1,1,1531,10,47,465785
5,2,1202,3,41,492264
5,1,1963,6,9,690914
4,3,2424,8,2,805178
3,3,3952,10,10,1027206
1,2,1090,2,10,321393
5,3,2666,9,15,886033
1,2,1798,5,37,459706
5,3,2241,5,29,732936
2,1,1400,1,40,328878
1,3,1359,6,0,458445
2,1,1765,5,37,460227
1,2,2086,7,49,505848
3,2,3576,7,44,833803
4,2,2945,4,33,767829
2,1,2093,5,18,541873
5,2,1304,10,33,669404
3,2,1414,8,35,537021
1,1,1402,2,3,342903
2,3,972,1,9,328885
1,2,2091,6,16,547487
1,3,3575,4,15,745104
1,3,3598,10,20,874853
4,2,2061,3,27,608503
4,2,3491,7,7,915411
5,1,3594,8,28,959970
2,1,3090,4,5,660792
3,2,3919,10,29,950305
3,3,2789,6,1,771032
3,1,3049,2,46,624532
1,1,1422,8,30,405190
4,2,821,6,24,494346
